pos,cnt,cov,mutation_rate
141,0.0,350,0.0
142,0.0,352,0.0
143,1.0,348,0.0003551136363636364
144,0.0,346,0.0
145,0.0,346,0.0
146,0.0,344,0.0
147,0.0,344,0.0
148,0.0,348,0.0
149,0.0,340,0.0
150,0.0,343,0.0
151,0.0,340,0.0
152,0.0,343,0.0
153,0.0,342,0.0
154,0.0,345,0.0
155,0.0,343,0.0
156,0.0,350,0.0
157,0.0,342,0.0
158,0.0,346,0.0
159,0.0,339,0.0
160,0.0,338,0.0
161,0.0,338,0.0
162,0.0,337,0.0
163,0.0,340,0.0
164,0.0,335,0.0
165,0.0,332,0.0
166,0.0,334,0.0
167,0.0,335,0.0
168,0.0,339,0.0
169,0.0,340,0.0
170,0.0,341,0.0
171,0.0,337,0.0
172,0.0,339,0.0
173,0.0,337,0.0
174,2665.0,346,0.9457061745919092
175,1.0,337,0.00035373187124159886
176,6.0,335,0.0021208907741251328
177,1.0,335,0.0003534817956875221
178,0.0,335,0.0
179,0.0,335,0.0
180,0.0,335,0.0
181,0.0,336,0.0
182,0.0,335,0.0
183,0.0,334,0.0
184,0.0,336,0.0
185,0.0,336,0.0
186,3.0,342,0.0010630758327427356
187,0.0,344,0.0
188,0.0,342,0.0
189,0.0,342,0.0
190,0.0,341,0.0
191,0.0,342,0.0
192,0.0,333,0.0
193,8.0,334,0.0028268551236749115
194,0.0,337,0.0
195,0.0,336,0.0
196,1.0,338,0.00035385704175513094
197,0.0,336,0.0
198,1.0,337,0.00035373187124159886
199,3.0,337,0.0010611956137247967
200,13.0,341,0.004605030109812256
201,1.0,341,0.00035423308537017357
202,0.0,340,0.0
203,13.0,340,0.004603399433427762
204,0.0,340,0.0
205,0.0,340,0.0
206,0.0,341,0.0
207,0.0,341,0.0
208,0.0,340,0.0
209,0.0,344,0.0
210,22.0,338,0.00778485491861288
211,0.0,342,0.0
212,0.0,339,0.0
213,1.0,339,0.00035398230088495576
214,2.0,340,0.000708215297450425
215,0.0,343,0.0
216,0.0,332,0.0
217,0.0,333,0.0
218,1.0,334,0.00035335689045936394
219,2.0,333,0.0007064641469445425
220,0.0,336,0.0
221,1.0,332,0.00035310734463276836
222,0.0,328,0.0
223,1.0,333,0.00035323207347227127
224,6.0,332,0.00211864406779661
225,0.0,330,0.0
226,0.0,337,0.0
227,0.0,334,0.0
228,0.0,332,0.0
229,0.0,338,0.0
230,1.0,328,0.0003526093088857546
231,7.0,332,0.0024717514124293787
232,0.0,330,0.0
233,1.0,328,0.0003526093088857546
234,0.0,333,0.0
235,1.0,330,0.00035285815102328866
236,0.0,330,0.0
237,2.0,330,0.0007057163020465773
238,0.0,338,0.0
239,0.0,339,0.0
240,0.0,339,0.0
241,2484.0,342,0.8802267895109851
242,0.0,335,0.0
243,0.0,336,0.0
244,0.0,335,0.0
245,0.0,339,0.0
246,0.0,338,0.0
247,2.0,337,0.0007074637424831977
248,1.0,336,0.0003536067892503536
249,0.0,341,0.0
250,0.0,332,0.0
251,0.0,339,0.0
252,1.0,332,0.00035310734463276836
253,0.0,335,0.0
254,1.0,333,0.00035323207347227127
255,0.0,334,0.0
256,0.0,335,0.0
257,0.0,335,0.0
258,0.0,337,0.0
259,0.0,335,0.0
260,15.0,330,0.00529287226534933
261,0.0,329,0.0
262,0.0,332,0.0
263,0.0,332,0.0
264,0.0,333,0.0
265,0.0,329,0.0
266,0.0,329,0.0
267,0.0,334,0.0
268,0.0,331,0.0
269,0.0,329,0.0
270,0.0,332,0.0
271,0.0,334,0.0
272,0.0,346,0.0
273,0.0,329,0.0
274,0.0,337,0.0
275,0.0,339,0.0
276,0.0,338,0.0
277,0.0,340,0.0
278,0.0,335,0.0
279,0.0,344,0.0
280,0.0,341,0.0
281,0.0,343,0.0
282,0.0,348,0.0
283,0.0,351,0.0
284,0.0,348,0.0
285,0.0,345,0.0
286,0.0,357,0.0
287,0.0,354,0.0
288,0.0,352,0.0
289,0.0,341,0.0
290,0.0,342,0.0
291,0.0,348,0.0
292,9.0,345,0.0031926214969847464
293,0.0,343,0.0
294,0.0,341,0.0
295,0.0,341,0.0
296,0.0,342,0.0
297,0.0,342,0.0
298,0.0,343,0.0
299,0.0,341,0.0
300,1.0,338,0.00035385704175513094
301,0.0,340,0.0
302,0.0,336,0.0
303,0.0,346,0.0
304,1.0,339,0.00035398230088495576
305,0.0,339,0.0
306,0.0,339,0.0
307,0.0,338,0.0
308,0.0,337,0.0
309,0.0,338,0.0
310,0.0,340,0.0
311,0.0,336,0.0
312,0.0,336,0.0
313,1.0,334,0.00035335689045936394
314,0.0,341,0.0
315,0.0,340,0.0
316,0.0,346,0.0
317,0.0,345,0.0
318,0.0,337,0.0
319,0.0,335,0.0
320,0.0,332,0.0
321,0.0,245,0.0
322,0.0,247,0.0
323,0.0,245,0.0
324,0.0,245,0.0
325,0.0,247,0.0
326,0.0,244,0.0
327,0.0,243,0.0
328,0.0,239,0.0
329,0.0,234,0.0
330,0.0,234,0.0
331,0.0,139,0.0
332,0.0,126,0.0
333,0.0,113,0.0
334,0.0,114,0.0
335,2.0,108,0.0006544502617801048
336,0.0,107,0.0
337,5.0,104,0.0016339869281045752
338,0.0,103,0.0
339,0.0,104,0.0
340,0.0,96,0.0
341,0.0,62,0.0
342,0.0,57,0.0
343,1.0,49,0.00032102728731942215
344,3.0,50,0.0009633911368015414
345,0.0,50,0.0
346,1.0,49,0.00032102728731942215
347,1.0,48,0.00032092426187419767
348,0.0,48,0.0
349,0.0,48,0.0
350,1.0,50,0.0003211303789338471
351,0.0,52,0.0
352,0.0,53,0.0
353,0.0,52,0.0
354,0.0,36,0.0
355,2.0,36,0.0006393861892583121
356,0.0,37,0.0
357,0.0,39,0.0
358,0.0,38,0.0
359,0.0,38,0.0
360,0.0,39,0.0
361,0.0,39,0.0
362,0.0,41,0.0
363,1.0,44,0.0003205128205128205
364,2.0,44,0.000641025641025641
365,0.0,45,0.0
366,0.0,43,0.0
367,0.0,44,0.0
368,1.0,44,0.0003205128205128205
369,0.0,48,0.0
370,0.0,46,0.0
371,0.0,43,0.0
372,0.0,44,0.0
373,0.0,39,0.0
374,1.0,36,0.00031969309462915604
375,0.0,36,0.0
376,3.0,36,0.0009590792838874681
377,0.0,35,0.0
378,0.0,35,0.0
379,0.0,36,0.0
380,0.0,36,0.0
381,0.0,36,0.0
382,0.0,35,0.0
383,1.0,35,0.00031959092361776926
384,0.0,34,0.0
385,0.0,35,0.0
386,0.0,34,0.0
387,0.0,35,0.0
388,0.0,35,0.0
389,0.0,34,0.0
390,0.0,35,0.0
391,0.0,37,0.0
392,0.0,32,0.0
393,0.0,33,0.0
394,0.0,33,0.0
395,0.0,32,0.0
396,0.0,32,0.0
397,0.0,32,0.0
398,1.0,31,0.0003191828917969997
399,1.0,33,0.00031938677738741617
400,2.0,34,0.0006389776357827476
401,0.0,32,0.0
402,0.0,35,0.0
403,0.0,36,0.0
404,0.0,36,0.0
405,0.0,37,0.0
406,0.0,38,0.0
407,0.0,36,0.0
408,2.0,40,0.0006402048655569782
409,0.0,38,0.0
410,0.0,67,0.0
411,1.0,70,0.0003232062055591467
412,0.0,69,0.0
413,0.0,72,0.0
414,0.0,68,0.0
415,0.0,68,0.0
416,0.0,68,0.0
417,0.0,68,0.0
418,0.0,69,0.0
419,1.0,68,0.00032299741602067185
420,0.0,67,0.0
421,0.0,72,0.0
422,0.0,81,0.0
423,0.0,76,0.0
424,0.0,71,0.0
425,0.0,72,0.0
426,0.0,72,0.0
427,0.0,72,0.0
428,1.0,73,0.00032351989647363315
429,0.0,72,0.0
430,0.0,73,0.0
431,0.0,72,0.0
432,0.0,74,0.0
433,0.0,74,0.0
434,0.0,74,0.0
435,0.0,76,0.0
436,0.0,76,0.0
437,0.0,79,0.0
438,1.0,79,0.00032414910858995135
439,0.0,84,0.0
440,0.0,76,0.0
441,0.0,77,0.0
442,0.0,76,0.0
443,2.0,77,0.0006478781988986071
444,0.0,85,0.0
445,0.0,84,0.0
446,0.0,79,0.0
447,0.0,77,0.0
448,0.0,79,0.0
449,0.0,80,0.0
450,0.0,78,0.0
451,0.0,77,0.0
452,0.0,76,0.0
453,0.0,77,0.0
454,1.0,78,0.0003240440699935191
455,0.0,75,0.0
456,0.0,77,0.0
457,0.0,76,0.0
458,0.0,77,0.0
459,0.0,80,0.0
460,0.0,78,0.0
461,0.0,75,0.0
462,0.0,74,0.0
463,0.0,73,0.0
464,0.0,73,0.0
465,0.0,74,0.0
466,2.0,70,0.0006464124111182935
467,0.0,73,0.0
468,0.0,75,0.0
469,0.0,73,0.0
470,0.0,72,0.0
471,0.0,72,0.0
472,0.0,72,0.0
473,0.0,75,0.0
474,0.0,74,0.0
475,0.0,69,0.0
476,0.0,72,0.0
477,0.0,72,0.0
478,0.0,72,0.0
479,0.0,74,0.0
480,0.0,74,0.0
481,0.0,75,0.0
482,0.0,74,0.0
483,0.0,73,0.0
484,0.0,76,0.0
485,0.0,75,0.0
486,1.0,74,0.00032362459546925567
487,0.0,74,0.0
488,0.0,74,0.0
489,0.0,76,0.0
490,3.0,74,0.000970873786407767
491,1.0,74,0.00032362459546925567
492,0.0,74,0.0
493,0.0,76,0.0
494,0.0,74,0.0
495,1.0,74,0.00032362459546925567
496,0.0,76,0.0
497,0.0,75,0.0
498,0.0,75,0.0
499,0.0,74,0.0
500,0.0,74,0.0
501,0.0,75,0.0
502,0.0,77,0.0
503,0.0,75,0.0
504,0.0,75,0.0
505,0.0,75,0.0
506,0.0,75,0.0
507,1.0,82,0.0003244646333549643
508,0.0,92,0.0
509,0.0,82,0.0
510,0.0,82,0.0
511,0.0,83,0.0
512,1.0,83,0.0003245699448231094
513,0.0,85,0.0
514,1.0,103,0.0003266906239790918
515,0.0,83,0.0
516,0.0,96,0.0
517,3.0,98,0.0009784735812133072
518,2.0,100,0.0006527415143603133
519,0.0,101,0.0
520,1.0,99,0.0003262642740619902
521,0.0,99,0.0
522,0.0,104,0.0
523,1.0,101,0.000326477309826967
524,0.0,96,0.0
525,0.0,93,0.0
526,0.0,81,0.0
527,1.0,81,0.0003243593902043464
528,0.0,83,0.0
529,0.0,80,0.0
530,0.0,81,0.0
531,0.0,85,0.0
532,0.0,84,0.0
533,0.0,84,0.0
534,5.0,80,0.001621271076523995
535,0.0,83,0.0
536,0.0,81,0.0
537,0.0,83,0.0
538,0.0,85,0.0
539,0.0,84,0.0
540,0.0,84,0.0
541,3.0,83,0.0009737098344693282
542,1.0,97,0.00032605151613955004
543,1.0,98,0.00032615786040443573
544,0.0,102,0.0
545,0.0,95,0.0
546,0.0,94,0.0
547,1.0,94,0.0003257328990228013
548,0.0,96,0.0
549,0.0,100,0.0
550,25.0,93,0.0081406707912732
551,0.0,92,0.0
552,0.0,92,0.0
553,0.0,92,0.0
554,0.0,95,0.0
555,0.0,94,0.0
556,7.0,93,0.0022793878215564964
557,0.0,95,0.0
558,0.0,93,0.0
559,0.0,95,0.0
560,1.0,94,0.0003257328990228013
561,0.0,95,0.0
562,0.0,101,0.0
563,0.0,96,0.0
564,1.0,93,0.00032562683165092806
565,0.0,94,0.0
566,0.0,92,0.0
567,0.0,92,0.0
568,0.0,98,0.0
569,0.0,95,0.0
570,1.0,96,0.0003259452411994785
571,0.0,93,0.0
572,0.0,96,0.0
573,0.0,96,0.0
574,0.0,100,0.0
575,0.0,95,0.0
576,0.0,99,0.0
577,0.0,99,0.0
578,0.0,95,0.0
579,0.0,92,0.0
580,1.0,101,0.000326477309826967
581,0.0,95,0.0
582,0.0,100,0.0
583,3.0,96,0.0009778357235984355
584,0.0,99,0.0
585,0.0,96,0.0
586,0.0,97,0.0
587,0.0,91,0.0
588,0.0,98,0.0
589,0.0,91,0.0
590,0.0,91,0.0
591,0.0,91,0.0
592,0.0,96,0.0
593,2.0,90,0.0006506180871828237
594,0.0,103,0.0
595,0.0,94,0.0
596,1.0,88,0.00032509752925877764
597,0.0,90,0.0
598,1.0,89,0.0003252032520325203
599,3.0,90,0.0009759271307742355
600,0.0,89,0.0
601,0.0,91,0.0
602,0.0,89,0.0
603,0.0,90,0.0
604,0.0,92,0.0
605,4.0,93,0.0013025073266037122
606,0.0,100,0.0
607,0.0,92,0.0
608,0.0,89,0.0
609,0.0,88,0.0
610,0.0,92,0.0
611,0.0,89,0.0
612,0.0,92,0.0
613,0.0,90,0.0
614,0.0,89,0.0
615,1.0,89,0.0003252032520325203
616,0.0,91,0.0
617,0.0,91,0.0
618,0.0,89,0.0
619,0.0,88,0.0
620,0.0,90,0.0
621,1.0,88,0.00032509752925877764
622,0.0,92,0.0
623,0.0,91,0.0
624,0.0,92,0.0
625,2.0,91,0.0006508298080052066
626,0.0,89,0.0
627,0.0,93,0.0
628,0.0,95,0.0
629,0.0,93,0.0
630,0.0,95,0.0
631,0.0,95,0.0
632,0.0,91,0.0
633,0.0,97,0.0
634,0.0,93,0.0
635,0.0,94,0.0
636,0.0,96,0.0
637,0.0,97,0.0
638,0.0,95,0.0
639,0.0,95,0.0
640,0.0,91,0.0
641,0.0,92,0.0
642,0.0,92,0.0
643,4.0,42,0.0012812299807815502
644,0.0,42,0.0
645,0.0,38,0.0
646,0.0,39,0.0
647,0.0,39,0.0
648,0.0,38,0.0
649,0.0,31,0.0
650,0.0,31,0.0
651,0.0,30,0.0
652,0.0,29,0.0
653,0.0,27,0.0
654,0.0,25,0.0
655,0.0,27,0.0
656,0.0,26,0.0
657,0.0,25,0.0
658,0.0,26,0.0
659,0.0,24,0.0
660,0.0,24,0.0
661,3.0,26,0.0009560229445506692
662,0.0,24,0.0
663,0.0,24,0.0
664,65.0,24,0.020700636942675158
665,0.0,24,0.0
666,0.0,24,0.0
667,0.0,23,0.0
668,0.0,23,0.0
669,0.0,23,0.0
670,0.0,22,0.0
671,0.0,23,0.0
672,0.0,23,0.0
673,3.0,22,0.0009548058561425843
674,0.0,25,0.0
675,10.0,27,0.0031877590054191903
676,0.0,29,0.0
677,0.0,28,0.0
678,1.0,28,0.00031887755102040814
679,2.0,30,0.0006381620931716656
680,0.0,31,0.0
681,0.0,29,0.0
682,0.0,29,0.0
683,9.0,27,0.0028689831048772712
684,0.0,28,0.0
685,7.0,30,0.0022335673261008296
686,0.0,30,0.0
687,0.0,30,0.0
688,0.0,30,0.0
689,0.0,29,0.0
690,0.0,28,0.0
691,0.0,25,0.0
692,0.0,24,0.0
693,0.0,21,0.0
694,0.0,18,0.0
695,2.0,16,0.0006353240152477764
696,0.0,14,0.0
697,0.0,14,0.0
698,0.0,14,0.0
699,0.0,14,0.0
700,0.0,14,0.0
701,1.0,13,0.00031735956839098697
702,0.0,13,0.0
703,3.0,14,0.0009523809523809524
704,5.0,13,0.0015867978419549348
705,0.0,14,0.0
706,0.0,13,0.0
707,0.0,14,0.0
708,0.0,14,0.0
709,0.0,13,0.0
710,0.0,14,0.0
711,0.0,14,0.0
712,0.0,14,0.0
713,2.0,14,0.0006349206349206349
714,0.0,13,0.0
715,0.0,13,0.0
716,0.0,13,0.0
717,0.0,13,0.0
718,0.0,48,0.0
719,0.0,50,0.0
720,0.0,50,0.0
721,0.0,50,0.0
722,0.0,51,0.0
723,0.0,52,0.0
724,0.0,51,0.0
725,0.0,52,0.0
726,0.0,52,0.0
727,0.0,138,0.0
728,0.0,140,0.0
729,0.0,140,0.0
730,0.0,141,0.0
731,0.0,140,0.0
732,0.0,142,0.0
733,0.0,141,0.0
734,0.0,140,0.0
735,0.0,141,0.0
736,0.0,140,0.0
737,0.0,139,0.0
738,0.0,142,0.0
739,0.0,141,0.0
740,0.0,140,0.0
741,0.0,141,0.0
742,0.0,142,0.0
743,0.0,143,0.0
744,0.0,142,0.0
745,4.0,137,0.0013214403700033035
746,0.0,137,0.0
747,0.0,136,0.0
748,0.0,136,0.0
749,0.0,136,0.0
750,0.0,138,0.0
751,1.0,131,0.0003297065611605671
752,0.0,132,0.0
753,0.0,132,0.0
754,0.0,131,0.0
755,0.0,133,0.0
756,0.0,133,0.0
757,0.0,126,0.0
758,0.0,123,0.0
759,0.0,126,0.0
760,0.0,128,0.0
761,4.0,126,0.0013166556945358788
762,0.0,124,0.0
763,0.0,124,0.0
764,0.0,124,0.0
765,0.0,124,0.0
766,0.0,125,0.0
767,0.0,123,0.0
768,0.0,122,0.0
769,0.0,124,0.0
770,0.0,122,0.0
771,0.0,123,0.0
772,0.0,123,0.0
773,0.0,123,0.0
774,0.0,122,0.0
775,0.0,122,0.0
776,0.0,106,0.0
777,0.0,64,0.0
778,0.0,57,0.0
779,0.0,57,0.0
780,0.0,58,0.0
781,0.0,59,0.0
782,0.0,56,0.0
783,0.0,56,0.0
784,0.0,55,0.0
785,0.0,58,0.0
786,0.0,54,0.0
787,0.0,55,0.0
788,0.0,56,0.0
789,0.0,55,0.0
790,0.0,58,0.0
791,0.0,56,0.0
792,0.0,57,0.0
793,0.0,56,0.0
794,0.0,56,0.0
795,0.0,56,0.0
796,0.0,57,0.0
797,0.0,57,0.0
798,0.0,57,0.0
799,0.0,59,0.0
800,0.0,59,0.0
801,0.0,58,0.0
802,0.0,59,0.0
803,0.0,59,0.0
804,0.0,59,0.0
805,1.0,57,0.000321853878339234
806,0.0,55,0.0
807,17.0,51,0.00546097012528108
808,0.0,52,0.0
809,0.0,52,0.0
810,0.0,52,0.0
811,1.0,52,0.00032133676092544985
812,0.0,55,0.0
813,1.0,52,0.00032133676092544985
814,0.0,59,0.0
815,2.0,60,0.0006443298969072165
816,1.0,60,0.00032216494845360824
817,2.0,60,0.0006443298969072165
818,0.0,60,0.0
819,0.0,61,0.0
820,0.0,60,0.0
821,0.0,59,0.0
822,0.0,59,0.0
823,8.0,60,0.002577319587628866
824,0.0,59,0.0
825,0.0,59,0.0
826,0.0,60,0.0
827,0.0,58,0.0
828,0.0,56,0.0
829,1.0,54,0.0003215434083601286
830,0.0,57,0.0
831,0.0,56,0.0
832,2.0,53,0.0006428801028608164
833,0.0,56,0.0
834,0.0,53,0.0
835,2.0,53,0.0006428801028608164
836,0.0,53,0.0
837,0.0,53,0.0
838,0.0,54,0.0
839,0.0,53,0.0
840,0.0,52,0.0
841,0.0,53,0.0
842,0.0,53,0.0
843,0.0,53,0.0
844,0.0,53,0.0
845,0.0,53,0.0
846,0.0,53,0.0
847,5.0,51,0.0016061676839061998
848,0.0,50,0.0
849,0.0,51,0.0
850,0.0,51,0.0
851,0.0,52,0.0
852,0.0,51,0.0
853,0.0,49,0.0
854,4.0,48,0.0012836970474967907
855,0.0,48,0.0
856,0.0,50,0.0
857,0.0,47,0.0
858,0.0,48,0.0
859,0.0,48,0.0
860,0.0,48,0.0
861,0.0,48,0.0
862,0.0,47,0.0
863,0.0,51,0.0
864,0.0,50,0.0
865,2.0,49,0.0006420545746388443
866,0.0,48,0.0
867,0.0,50,0.0
868,0.0,47,0.0
869,0.0,48,0.0
870,0.0,48,0.0
871,0.0,48,0.0
872,2.0,48,0.0006418485237483953
873,0.0,50,0.0
874,1.0,48,0.00032092426187419767
875,2.0,47,0.0006416426050689766
876,0.0,47,0.0
877,1.0,47,0.0003208213025344883
878,0.0,47,0.0
879,0.0,50,0.0
880,0.0,46,0.0
881,0.0,47,0.0
882,3.0,46,0.0009621552277100705
883,0.0,50,0.0
884,0.0,50,0.0
885,0.0,49,0.0
886,0.0,51,0.0
887,0.0,49,0.0
888,0.0,50,0.0
889,0.0,53,0.0
890,0.0,47,0.0
891,0.0,46,0.0
892,0.0,46,0.0
893,0.0,47,0.0
894,0.0,47,0.0
895,0.0,47,0.0
896,0.0,45,0.0
897,0.0,45,0.0
898,0.0,47,0.0
899,1.0,47,0.0003208213025344883
900,0.0,48,0.0
901,0.0,47,0.0
902,0.0,47,0.0
903,0.0,47,0.0
904,0.0,48,0.0
905,0.0,50,0.0
906,0.0,50,0.0
907,0.0,51,0.0
908,0.0,51,0.0
909,0.0,51,0.0
910,0.0,51,0.0
911,0.0,50,0.0
912,0.0,52,0.0
913,1.0,52,0.00032133676092544985
914,0.0,51,0.0
915,0.0,53,0.0
916,1.0,53,0.0003214400514304082
917,0.0,50,0.0
918,0.0,66,0.0
919,0.0,66,0.0
920,4.0,66,0.0012911555842479018
921,0.0,63,0.0
922,0.0,66,0.0
923,0.0,64,0.0
924,0.0,65,0.0
925,2.0,65,0.0006453694740238787
926,0.0,67,0.0
927,0.0,67,0.0
928,0.0,67,0.0
929,0.0,67,0.0
930,0.0,67,0.0
931,0.0,67,0.0
932,0.0,66,0.0
933,0.0,68,0.0
934,3.0,63,0.0009674298613350532
935,0.0,65,0.0
936,1.0,63,0.0003224766204450177
937,0.0,64,0.0
938,0.0,64,0.0
939,0.0,63,0.0
940,1.0,61,0.0003222687721559781
941,2.0,63,0.0006449532408900354
942,0.0,64,0.0
943,0.0,64,0.0
944,0.0,59,0.0
945,0.0,57,0.0
946,0.0,52,0.0
947,0.0,52,0.0
948,0.0,51,0.0
949,0.0,50,0.0
950,0.0,49,0.0
951,0.0,51,0.0
952,0.0,25,0.0
953,0.0,29,0.0
954,0.0,29,0.0
955,0.0,30,0.0
956,0.0,31,0.0
957,0.0,29,0.0
958,0.0,29,0.0
959,0.0,29,0.0
960,0.0,27,0.0
961,0.0,28,0.0
962,0.0,26,0.0
963,0.0,24,0.0
964,0.0,24,0.0
965,0.0,25,0.0
966,0.0,25,0.0
967,0.0,24,0.0
968,0.0,24,0.0
969,0.0,25,0.0
970,0.0,24,0.0
971,0.0,24,0.0
972,0.0,25,0.0
973,0.0,25,0.0
974,0.0,24,0.0
975,0.0,24,0.0
976,0.0,24,0.0
977,0.0,25,0.0
978,0.0,29,0.0
979,0.0,29,0.0
980,0.0,22,0.0
981,0.0,19,0.0
982,0.0,24,0.0
983,0.0,24,0.0
984,0.0,24,0.0
985,0.0,23,0.0
986,0.0,24,0.0
987,0.0,25,0.0
988,0.0,23,0.0
989,0.0,23,0.0
990,0.0,23,0.0
991,0.0,23,0.0
992,0.0,23,0.0
993,0.0,19,0.0
994,0.0,19,0.0
995,0.0,17,0.0
996,0.0,13,0.0
997,0.0,12,0.0
998,0.0,10,0.0
999,0.0,10,0.0
1000,0.0,10,0.0
1001,0.0,10,0.0
1002,0.0,10,0.0
1003,0.0,10,0.0
1004,0.0,11,0.0
1005,0.0,10,0.0
1006,0.0,10,0.0
1007,0.0,10,0.0
1008,0.0,9,0.0
1009,0.0,10,0.0
1010,0.0,11,0.0
1011,0.0,10,0.0
1012,0.0,10,0.0
1013,0.0,10,0.0
1014,0.0,10,0.0
1015,0.0,12,0.0
1016,0.0,12,0.0
1017,0.0,13,0.0
1018,0.0,14,0.0
1019,0.0,13,0.0
1020,0.0,17,0.0
1021,0.0,17,0.0
1022,0.0,53,0.0
1023,0.0,53,0.0
1024,0.0,54,0.0
1025,0.0,46,0.0
1026,0.0,44,0.0
1027,0.0,268,0.0
1028,0.0,269,0.0
1029,0.0,275,0.0
1030,0.0,278,0.0
1031,0.0,277,0.0
1032,0.0,277,0.0
1033,0.0,277,0.0
1034,8.0,278,0.002772002772002772
1035,0.0,279,0.0
1036,0.0,277,0.0
1037,0.0,279,0.0
1038,0.0,278,0.0
1039,0.0,278,0.0
1040,0.0,277,0.0
1041,0.0,277,0.0
1042,0.0,277,0.0
1043,0.0,275,0.0
1044,0.0,277,0.0
1045,0.0,275,0.0
1046,0.0,276,0.0
1047,0.0,280,0.0
1048,3.0,273,0.0010377032168799724
1049,0.0,279,0.0
1050,0.0,274,0.0
1051,0.0,275,0.0
1052,0.0,273,0.0
1053,0.0,275,0.0
1054,0.0,275,0.0
1055,0.0,274,0.0
1056,2.0,272,0.0006915629322268327
1057,1.0,274,0.00034602076124567473
1058,12.0,274,0.004152249134948097
1059,2819.0,274,0.975432525951557
1060,8.0,271,0.00276529554096094
1061,0.0,270,0.0
1062,0.0,268,0.0
1063,1.0,269,0.0003454231433506045
1064,0.0,268,0.0
1065,3.0,269,0.0010362694300518134
1066,0.0,267,0.0
1067,0.0,270,0.0
1068,38.0,270,0.013130615065653075
1069,4.0,269,0.001381692573402418
1070,0.0,269,0.0
1071,0.0,270,0.0
1072,5.0,290,0.0017397355601948504
1073,0.0,272,0.0
1074,0.0,269,0.0
1075,0.0,270,0.0
