pos,cnt,cov,mutation_rate
314,12.0,38676,6.99170317889438e-05
315,70.0,38304,0.00040696727983070163
316,0.0,38966,0.0
317,0.0,39620,0.0
318,0.0,38508,0.0
319,20.0,38127,0.00011615683495856105
320,1.0,37114,5.773872074090327e-06
321,3.0,16497,1.547899758011671e-05
322,8.0,16522,4.1282651997564325e-05
323,1.0,16381,5.156579537661078e-06
324,0.0,16710,0.0
325,3.0,16561,1.54841107217144e-05
326,0.0,16416,0.0
327,0.0,16197,0.0
328,0.0,15944,0.0
329,4.0,15591,2.0542633668349452e-05
330,0.0,15601,0.0
331,2.0,11107,1.004011024041044e-05
332,4.0,10858,2.0055151667084484e-05
333,0.0,10686,0.0
334,2.0,10489,1.000905819766889e-05
335,157.0,10309,0.0007850039250196251
336,0.0,10313,0.0
337,308.0,10171,0.0015389458221118533
338,2.0,9985,9.983876040195085e-06
339,0.0,10256,0.0
340,8.0,9870,3.9912591424779735e-05
341,3.0,9185,1.4916245282737429e-05
342,0.0,9208,0.0
343,91.0,8798,0.00045159049178700807
344,266.0,8566,0.0013185157280090412
345,0.0,8519,0.0
346,260.0,8198,0.0012864281826728018
347,144.0,7957,0.0007116347337052943
348,14.0,7768,6.912214871136566e-05
349,1.0,7699,4.935614903582763e-06
350,35.0,7737,0.00017277892689476776
351,7.0,7773,3.456192756807465e-05
352,10.0,8055,4.944302433091227e-05
353,18.0,7760,8.88678239232182e-05
354,9.0,7234,4.4318819740587176e-05
355,53.0,7324,0.0002611043234934773
356,2.0,7914,9.88171586114213e-06
357,12.0,8013,5.931931090733829e-05
358,0.0,7611,0.0
359,0.0,7569,0.0
360,0.0,7636,0.0
361,33.0,7662,0.00016284555332945135
362,34.0,7758,0.00016785978770673908
363,4.0,7889,1.976099081607952e-05
364,38.0,7720,0.00018757280786621124
365,4.0,7769,1.974928285416636e-05
366,19.0,7532,9.369945161163056e-05
367,82.0,7580,0.00040448285387317
368,8.0,7492,3.9444619753865575e-05
369,0.0,8234,0.0
370,210.0,7512,0.0010355233831042033
371,2.0,7323,9.852944798876765e-06
372,3.0,7358,1.4781966001478197e-05
373,145.0,7292,0.0007142294203412539
374,12.0,7190,5.907895902874191e-05
375,2.0,7333,9.853430225397217e-06
376,85.0,7006,0.00041809721498066915
377,9.0,6883,4.424234976035394e-05
378,5.0,6944,2.4586455813221614e-05
379,108.0,6971,0.0005311379630859116
380,3.0,6978,1.475434023508582e-05
381,0.0,6818,0.0
382,154.0,6808,0.0007567567567567568
383,13.0,6788,6.387578616352201e-05
384,14.0,6752,6.8777142407986e-05
385,4.0,7099,1.9684167531949864e-05
386,4.0,7100,1.968426439903941e-05
387,6.0,7171,2.953671660012701e-05
388,19.0,7131,9.35145218208754e-05
389,1.0,7052,4.9199039634746326e-06
390,5.0,7268,2.4625689519306542e-05
391,8.0,7420,3.943062182090611e-05
392,9.0,7078,4.4284800472371206e-05
393,5.0,7074,2.4602182705649644e-05
394,9.0,7100,4.428959489783867e-05
395,0.0,7076,0.0
396,38.0,7209,0.0001871008719885376
397,3.0,7135,1.476574151092911e-05
398,109.0,7051,0.0005362668936371195
399,2.0,7074,9.840873082259857e-06
400,37.0,7107,0.00018208571808209605
401,5.0,7032,2.4597099510025777e-05
402,0.0,7330,0.0
403,7.0,7364,3.449227373068433e-05
404,0.0,7349,0.0
405,36.0,7405,0.00017742468075878623
406,5.0,7421,2.4644260105378855e-05
407,30.0,7233,0.0001477286716730272
408,9.0,7814,4.444576135589203e-05
409,8.0,7392,3.9425180863017206e-05
410,13.0,9893,6.486540428610633e-05
411,16.0,10172,7.994563696686254e-05
412,37.0,10177,0.00018487890431767193
413,3.0,10292,1.499880009599232e-05
414,16.0,10105,7.991888233443055e-05
415,3.0,10225,1.4993777582303344e-05
416,0.0,10179,0.0
417,0.0,10119,0.0
418,5.0,10161,2.4981638495705655e-05
419,13.0,10102,6.493311888754583e-05
420,0.0,10073,0.0
421,75.0,10205,0.0003748069744081798
422,3.0,11437,1.508515570394879e-05
423,0.0,11126,0.0
424,2.0,10318,1.000050002500125e-05
425,1.0,10201,4.997326430359758e-06
426,0.0,10250,0.0
427,1.0,10328,5.000500050005001e-06
428,6.0,10701,3.0059066064817365e-05
429,12.0,10453,6.004353156038128e-05
430,1.0,10600,5.007310673583432e-06
431,2.0,10383,1.0003751406777542e-05
432,0.0,10660,0.0
433,10.0,10535,5.0056814484439837e-05
434,7.0,10498,3.503328161753666e-05
435,7.0,10710,3.507049168829347e-05
436,0.0,10814,0.0
437,1.0,10882,5.014391303039724e-06
438,19.0,10911,9.52872911829165e-05
439,1.0,11181,5.02192068378472e-06
440,38.0,10665,0.00019033975646529054
441,3.0,10645,1.5025317660257534e-05
442,36.0,10686,0.00018034084419552956
443,84.0,10666,0.00042075314813516196
444,2.0,11626,1.00663371618969e-05
445,23.0,11310,0.00011557905104573915
446,1.0,10984,5.016957315727158e-06
447,6.0,10818,3.0076695573712968e-05
448,3.0,10870,1.5042268775258476e-05
449,4.0,10870,2.00563583670113e-05
450,5.0,10785,2.5059767545596246e-05
451,16.0,10830,8.020934639408857e-05
452,6.0,10748,3.0066145520144318e-05
453,4.0,10717,2.0040983811895327e-05
454,18.0,10698,9.01758428936426e-05
455,2.0,10581,1.0013668657717785e-05
456,0.0,10651,0.0
457,2.0,10675,1.0018383734152169e-05
458,1.0,10556,5.0062076975449555e-06
459,0.0,10899,0.0
460,2.0,10695,1.0019387514841218e-05
461,10.0,10534,5.005656391722647e-05
462,1.0,10689,5.009543179757438e-06
463,40.0,10381,0.00020007302665472898
464,1.0,10397,5.002225990565802e-06
465,2.0,10421,1.0005653194054641e-05
466,94.0,10389,0.0004701904271229848
467,2.0,10670,1.0018132820404932e-05
468,1.0,11142,5.020937308576765e-06
469,3.0,10673,1.502742505071756e-05
470,0.0,10381,0.0
471,0.0,10442,0.0
472,33.0,10574,0.00016521974225720208
473,8.0,11014,4.014170020171204e-05
474,13.0,10879,6.518610633358238e-05
475,45.0,10678,0.00022541702148975605
476,5.0,10876,2.507120221428858e-05
477,3.0,11183,1.5065913370998117e-05
478,15.0,10699,7.514691221337716e-05
479,1.0,11070,5.01912285808932e-06
480,0.0,10974,0.0
481,9.0,11122,4.5183898466759715e-05
482,9.0,10886,4.5130426933838797e-05
483,10.0,10994,5.017209026962481e-05
484,4.0,11719,2.0142102533372947e-05
485,0.0,11615,0.0
486,5.0,11089,2.5098007720147176e-05
487,61.0,11173,0.00030632485499786576
488,37.0,11079,0.00018571593492915187
489,37.0,11955,0.00018653612498928677
490,75.0,11836,0.00037788705711636907
491,0.0,11792,0.0
492,0.0,11880,0.0
493,161.0,12071,0.0008121591831999072
494,5.0,11844,2.519348597226701e-05
495,3.0,11925,1.512226350040074e-05
496,1.0,11927,5.040805319057772e-06
497,3.0,12068,1.513317191283293e-05
498,5.0,11352,2.5131184784575483e-05
499,7.0,11426,3.519674983155841e-05
500,4.0,11399,2.0109698404798173e-05
501,1.0,11531,5.030763116457135e-06
502,0.0,11768,0.0
503,6.0,11382,3.0161969777706284e-05
504,8.0,11384,4.021636403852728e-05
505,4.0,11765,2.0146769213721964e-05
506,35.0,11479,0.00017603065951143947
507,21.0,12316,0.00010606489151076811
508,14.0,14030,7.132740296925789e-05
509,14.0,12071,7.062253766955714e-05
510,9.0,11955,4.537365202442111e-05
511,43.0,12029,0.00021686613307511134
512,31.0,12174,0.00015645976965084237
513,35.0,12910,0.00017730676096009077
514,27.0,16319,0.0001391831495600266
515,39.0,12395,0.00019705628230586166
516,2.0,14758,1.0227563283047813e-05
517,68.0,14664,0.0003475700762609638
518,20.0,15048,0.00010242753252074157
519,6.0,15555,3.0808254558338e-05
520,46.0,14708,0.00023517382413087935
521,56.0,14609,0.0002861537360947169
522,0.0,16127,0.0
523,14.0,15444,7.184497906232039e-05
524,0.0,14971,0.0
525,0.0,15116,0.0
526,166.0,12995,0.0008413029045222565
527,16.0,12850,8.10298899006371e-05
528,0.0,13431,0.0
529,640.0,12897,0.0032419672662617584
530,1.0,12870,5.0648811272399435e-06
531,0.0,13306,0.0
532,7.0,13336,3.5538046016692726e-05
533,1.0,13103,5.070865343170812e-06
534,36.0,12939,0.00018239946496156944
535,3.0,13085,1.5211207617772775e-05
536,4.0,13794,2.035478388308212e-05
537,0.0,14135,0.0
538,0.0,14372,0.0
539,75.0,13820,0.00038170269940149016
540,2.0,13953,1.0185633164421584e-05
541,27.0,13873,0.00013745004708936798
542,2.0,17472,1.0371507394884773e-05
543,2.0,18502,1.0427202485845072e-05
544,15.0,19985,7.881338566542141e-05
545,16.0,17390,8.293679179755129e-05
546,1.0,17025,5.1737607549551695e-06
547,6.0,17064,3.104882945912939e-05
548,2.0,17415,1.0368442608078053e-05
549,10.0,18946,5.22569789195347e-05
550,8.0,17015,4.138794472639982e-05
551,0.0,16828,0.0
552,0.0,16862,0.0
553,37.0,16650,0.00019105846388995032
554,0.0,17269,0.0
555,0.0,17176,0.0
556,105.0,16653,0.0005422013374299657
557,3.0,16853,1.5507482360238814e-05
558,3.0,16689,1.5494347145683016e-05
559,9.0,16894,4.653230893316926e-05
560,23.0,16631,0.00011875442102056517
561,7.0,16501,3.611840645590716e-05
562,1.0,18225,5.206082787128481e-06
563,1.0,17467,5.185619240721631e-06
564,3.0,16188,1.5454358128992375e-05
565,8.0,16819,4.1346019670368856e-05
566,1.0,16259,5.153337559070132e-06
567,2.0,16037,1.0294897334136336e-05
568,0.0,17301,0.0
569,1.0,16044,5.14763414734588e-06
570,6.0,16372,3.093804141572477e-05
571,9.0,16052,4.633061527057079e-05
572,1.0,16227,5.152487878772265e-06
573,2.0,16078,1.029707048344746e-05
574,3.0,16433,1.5473887814313347e-05
575,568.0,16063,0.0029241421915622025
576,6.0,16676,3.098661378284581e-05
577,17.0,16509,8.771975087590752e-05
578,12.0,15789,6.169063176347812e-05
579,2.0,15697,1.027691137705474e-05
580,5.0,16859,2.584660556529111e-05
581,7.0,15596,3.59505320678746e-05
582,4.0,15928,2.0578248791027885e-05
583,403.0,15694,0.002070765720862836
584,12.0,16010,6.176080041997344e-05
585,1.0,16139,5.150152702027615e-06
586,55.0,15858,0.000282849061455387
587,2.0,15417,1.0262146533190347e-05
588,0.0,16002,0.0
589,11.0,15349,5.6422119522566286e-05
590,5.0,15382,2.565075977550455e-05
591,1.0,15405,5.130757351092595e-06
592,37.0,15854,0.00019027636356156211
593,180.0,15258,0.0009228402973596514
594,3.0,16666,1.5492506790882145e-05
595,4.0,15848,2.056978298878947e-05
596,55.0,15153,0.0002818272655069048
597,232.0,15578,0.001191393211112823
598,36.0,15357,0.00018466178680796714
599,18.0,15399,9.235078934271891e-05
600,11.0,15337,5.6418646875689205e-05
601,99.0,15546,0.0005083127098715355
602,2.0,15295,1.0255726541307503e-05
603,3.0,15258,1.5380671622660856e-05
604,2.0,15480,1.0265464922906359e-05
605,20.0,15757,0.00010280080801435099
606,117.0,16394,0.0006033602524830595
607,2.0,15524,1.0267783801544275e-05
608,36.0,14676,0.000184018974400916
609,0.0,14702,0.0
610,10.0,15188,5.125051250512505e-05
611,13.0,14604,6.642684871029718e-05
612,2.0,15821,1.028346367623543e-05
613,1.0,14611,5.109940366995917e-06
614,5.0,14572,2.554461110884048e-05
615,32.0,14678,0.0001635740939528702
616,4.0,15247,2.050640568847694e-05
617,14.0,15013,7.168642310351008e-05
618,0.0,14562,0.0
619,2.0,14523,1.021528717726077e-05
620,8.0,14548,4.086636697997548e-05
621,37.0,14629,0.00018908518543124197
622,10.0,14819,5.115377335809176e-05
623,1.0,14679,5.111716565539874e-06
624,5.0,14763,2.5569561993403053e-05
625,69.0,14554,0.0003524832187337168
626,7.0,14497,3.574875773066886e-05
627,0.0,15360,0.0
628,80.0,15436,0.00041052588365696457
629,9.0,15223,4.613373657636415e-05
630,1.0,15611,5.136185971021638e-06
631,0.0,15586,0.0
632,2.0,14949,1.023756264108641e-05
633,1.0,15720,5.139063046025449e-06
634,22.0,15180,0.00011274650485834939
635,29.0,14977,0.00014846593730641835
636,0.0,15077,0.0
637,4.0,15301,2.0512084181593482e-05
638,0.0,15170,0.0
639,0.0,15396,0.0
640,1.0,14891,5.11726206010736e-06
641,6.0,14941,3.071143028249397e-05
642,5.0,14876,2.558434647345368e-05
643,141.0,6833,0.0006929598230740878
644,1.0,6949,4.917412064378759e-06
645,2.0,6690,9.822314333703308e-06
646,9.0,6811,4.422669621665184e-05
647,0.0,6878,0.0
648,1.0,6643,4.910023813615496e-06
649,2.0,5979,9.788135800596097e-06
650,0.0,5952,0.0
651,2.0,6074,9.792688778557929e-06
652,11.0,5976,5.3833956502163144e-05
653,2.0,5606,9.770300241326416e-06
654,0.0,5296,0.0
655,16.0,5686,7.81929606787149e-05
656,0.0,5439,0.0
657,3.0,5316,1.4634717452388387e-05
658,2.0,5442,9.762478888639404e-06
659,0.0,5269,0.0
660,0.0,5250,0.0
661,6.0,5462,2.929029612489382e-05
662,9.0,5023,4.384148866210391e-05
663,0.0,4959,0.0
664,31.0,4939,0.00015094780614406263
665,6.0,4921,2.921314396724233e-05
666,0.0,4921,0.0
667,6.0,4635,2.9172521429648033e-05
668,7.0,4590,3.402716339843864e-05
669,33.0,4515,0.00016035530848959877
670,3.0,3322,1.4493733875721064e-05
671,7.0,3238,3.380499348046554e-05
672,0.0,3270,0.0
673,114.0,3285,0.0005506634528530647
674,12.0,3395,5.7995389366545356e-05
675,11.0,3416,5.3167836359066565e-05
676,101.0,3555,0.0004885056081411152
677,37.0,3598,0.00017899472691209906
678,29.0,3647,0.00014032642830529225
679,18.0,3597,8.707809453778463e-05
680,35.0,3339,0.00016910745087428552
681,44.0,3224,0.00021247416507311044
682,672.0,3221,0.003245012965565197
683,461.0,3166,0.002225526450454278
684,0.0,3158,0.0
685,125.0,3354,0.0006039989562898035
686,2.0,3366,9.664543688569744e-06
687,4.0,3353,1.9327873209151748e-05
688,35.0,3306,0.00016908049197592295
689,8.0,3409,3.866620911652545e-05
690,18.0,3319,8.69611428626642e-05
691,12.0,3275,5.796177420990857e-05
692,113.0,3219,0.000545659112748625
693,1.0,2991,4.823531114187452e-06
694,0.0,2763,0.0
695,1127.0,2531,0.005424084475182527
696,42.0,2331,0.00020194540742485948
697,29.0,2295,0.00013941436352535658
698,16.0,2403,7.69582261128881e-05
699,0.0,2514,0.0
700,1.0,2788,4.818812644564379e-06
701,73.0,3140,0.00035237102255174544
702,3.0,3483,1.4505016318143357e-05
703,29.0,3690,0.00014035563213272802
704,9.0,3884,4.359958144401814e-05
705,4.0,4010,1.9389426945486625e-05
706,49.0,4020,0.00023753199410532846
707,7.0,4047,3.393758393491741e-05
708,0.0,4055,0.0
709,11.0,3869,5.328450535024874e-05
710,1.0,3867,4.843999011824202e-06
711,3.0,4041,1.454425574619304e-05
712,4.0,3994,1.9387923262599727e-05
713,5.0,3978,2.423302476615131e-05
714,53.0,3906,0.0002567804575537059
715,7.0,3897,3.391292130748846e-05
716,0.0,3996,0.0
717,0.0,4031,0.0
718,78.0,4750,0.0003794549470222516
719,4.0,4658,1.9450522732798445e-05
720,1.0,4713,4.863931515844257e-06
721,9.0,4643,4.376048428269273e-05
722,5.0,4644,2.431149836626731e-05
723,7.0,4694,3.40443744103028e-05
724,0.0,4790,0.0
725,0.0,4809,0.0
726,0.0,4780,0.0
727,2.0,6935,9.834147109006604e-06
728,0.0,6915,0.0
729,3.0,7006,1.4756372293435383e-05
730,23.0,6956,0.00011310437074629214
731,1.0,7002,4.918693988372207e-06
732,21.0,6967,0.00010327479455692655
733,2.0,6911,9.832986720551434e-06
734,3.0,6923,1.4750350320820119e-05
735,1.0,6921,4.91673509123002e-06
736,2.0,6902,9.832551645477518e-06
737,0.0,6793,0.0
738,2.0,6802,9.827720067221606e-06
739,5.0,6810,2.4570266046840754e-05
740,1.0,6794,4.913666873040675e-06
741,0.0,6866,0.0
742,0.0,6863,0.0
743,2.0,6873,9.831149998771106e-06
744,15.0,6887,7.373869954429484e-05
745,329.0,6711,0.0016159373664641425
746,8.0,6733,3.9297556183224856e-05
747,0.0,6763,0.0
748,0.0,6735,0.0
749,0.0,6761,0.0
750,0.0,6837,0.0
751,102.0,6524,0.0005005299729124956
752,17.0,6508,8.341511285574092e-05
753,23.0,6459,0.0001128286133363421
754,0.0,6528,0.0
