,pos,mut_rate
172,173.0,0.00012861027412361284
173,174.0,0.008661729701137265
174,175.0,8.286163579917285e-05
175,176.0,0.0002921816598123422
176,177.0,0.000455780944665979
177,178.0,0.00010491325330476748
178,179.0,0.00013421091336961318
179,180.0,0.00043224193776819696
180,181.0,3.3239524010016176e-05
181,182.0,2.574916269240602e-05
182,183.0,8.839437148839547e-05
183,184.0,2.9458877248540863e-05
184,185.0,0.0002504608664104354
185,186.0,0.0023905545384511643
186,187.0,6.479537620195422e-05
187,188.0,0.00023298127274340997
188,189.0,0.0011067485796110675
189,190.0,0.00027346081288074335
190,191.0,0.00018146635928487442
191,192.0,0.0004171003772359164
192,193.0,0.004015649221229793
193,194.0,3.51669504701266e-05
194,195.0,3.877063844164188e-05
195,196.0,2.9563003379420822e-05
196,197.0,4.991422148603881e-05
197,198.0,0.0002644925257741493
198,199.0,0.0007516464196144627
199,200.0,4.102143369910778e-05
200,201.0,0.002278442840682118
201,202.0,7.798964965935236e-05
202,203.0,0.009891678500003716
203,204.0,0.009270545194139725
204,205.0,6.322711178553364e-05
205,206.0,0.00016923179921297916
206,207.0,0.0005781324648333733
207,208.0,0.0015915602682597145
208,209.0,0.00018358867145495895
209,210.0,0.6099993292042126
210,211.0,3.347143399061312e-05
211,212.0,3.7063049807179486e-05
212,213.0,0.0006007910415380251
213,214.0,0.0003352205695786407
214,215.0,7.617674491195083e-05
215,216.0,0.0002422422385401854
216,217.0,8.69476741497165e-05
217,218.0,0.0002940376923034247
218,219.0,0.001602392116082762
219,220.0,6.490676606674271e-05
220,221.0,0.000573925278631466
221,222.0,0.009823756233383035
222,223.0,0.0003777379054433143
223,224.0,0.00024432454443652654
224,225.0,0.00010538557253023364
225,226.0,1.8537124298833273e-06
226,227.0,2.406729957493446e-05
227,228.0,0.0001035698301084894
228,229.0,1.4843209324504097e-05
229,230.0,0.00014038354261564095
230,231.0,6.307392635191541e-05
231,232.0,0.0001112415108822008
232,233.0,0.00014045774439647526
233,234.0,4.46966494274173e-05
234,235.0,4.4330498644225585e-05
235,236.0,0.000322264617923069
236,237.0,0.00014547865238888837
237,238.0,2.963533717604872e-05
238,239.0,0.00013152020687572823
239,240.0,0.00035550749620884585
240,241.0,0.9357734652818507
241,242.0,0.0007507369026845762
242,243.0,8.859701095834279e-05
243,244.0,7.932232905115737e-05
244,245.0,0.0004021086726355826
245,246.0,0.00020847169950557155
246,247.0,0.00040022132054592403
247,248.0,9.395483535796793e-05
248,249.0,5.536791982725209e-05
249,250.0,4.5981493368549024e-05
250,251.0,2.215293277138727e-05
251,252.0,0.00030571071295053194
252,253.0,2.952601518744406e-05
253,254.0,0.00010687067910788779
254,255.0,0.00010329530467503481
255,256.0,0.00017514910720047198
256,257.0,0.0002100081792659293
257,258.0,0.0004414383131515371
258,259.0,6.457445434586077e-05
259,260.0,0.00011404291324461284
260,261.0,9.18391712433187e-06
261,262.0,1.1028215689842462e-05
262,263.0,3.310283948800942e-05
263,264.0,5.88137991876344e-05
264,265.0,0.00015812660424956057
265,266.0,0.0
266,267.0,0.0
267,268.0,0.0
268,269.0,0.0001873818529860768
269,270.0,5.3306765731469925e-05
270,271.0,2.9406142943260848e-05
271,272.0,9.219971934405431e-05
272,273.0,9.184861878047078e-06
273,274.0,0.0004562413074992825
274,275.0,0.0007392536303621237
275,276.0,9.210969896708184e-06
276,277.0,0.0006002942546683926
277,278.0,7.160929966104931e-05
278,279.0,5.5276511536207955e-05
279,280.0,0.00022805478464455638
280,281.0,6.81333129547208e-05
281,282.0,0.00011040106868234485
282,283.0,4.602602127138599e-05
283,284.0,0.000695630410458748
284,285.0,5.3333039082083224e-05
285,286.0,7.934428407467958e-05
286,287.0,3.6873700202067874e-05
287,288.0,2.2142345760109826e-05
288,289.0,0.00017623506820847875
289,290.0,5.507750322662373e-06
290,291.0,5.150410377341137e-05
291,292.0,0.0008552906887108971
292,293.0,6.978341431882205e-05
293,294.0,1.650991420347919e-05
294,295.0,6.423126190572319e-05
295,296.0,0.0
296,297.0,7.332950797733385e-06
297,298.0,4.955574195040388e-05
298,299.0,1.8362741263466775e-06
299,300.0,0.00026717417560297185
300,301.0,4.7689883691710584e-05
301,302.0,5.487139060565212e-06
302,303.0,7.362306463368844e-06
303,304.0,0.0001829314025533565
304,305.0,2.377564569167011e-05
305,306.0,2.382606241328688e-05
306,307.0,0.00034200789727326434
307,308.0,7.314178718299892e-06
308,309.0,7.873338130576567e-05
309,310.0,3.1185050253791275e-05
310,311.0,0.0002722236838258938
311,312.0,1.2795718187102647e-05
312,313.0,0.0010302141347571234
313,314.0,0.00023436698940954167
314,315.0,0.00014623223506831786
315,316.0,9.167331298185785e-06
316,317.0,7.353211515129232e-06
317,318.0,3.6600876590994355e-06
318,319.0,0.00011323580443080744
319,320.0,1.087080590719593e-05
320,321.0,0.0
321,322.0,1.9627310093507777e-05
322,323.0,6.867862328794003e-05
323,324.0,0.0
324,325.0,2.9418975239029173e-05
325,326.0,4.9001912707992704e-06
326,327.0,0.0
327,328.0,0.0
328,329.0,4.859621727044767e-06
329,330.0,2.915943080791063e-05
330,331.0,9.49410653336941e-06
331,332.0,5.371146202599635e-05
332,333.0,4.736126700861501e-06
333,334.0,0.0
334,335.0,0.0007642982874990742
335,336.0,1.1029944724219868e-05
336,337.0,0.0012346884458989131
337,338.0,3.147866297526879e-06
338,339.0,1.4176621805534553e-05
339,340.0,9.125666724357663e-05
340,341.0,3.136216875669386e-05
341,342.0,4.705129532216022e-06
342,343.0,0.0004601284603538294
343,344.0,0.00074429775663027
344,345.0,6.413836365826454e-05
345,346.0,0.0029636364772563945
346,347.0,0.0010142146078110127
347,348.0,2.4944498490857842e-05
348,349.0,2.8057355469547636e-05
349,350.0,0.00017461802307452447
350,351.0,6.860218373223944e-05
351,352.0,4.839719421169557e-05
352,353.0,0.00010605512371018253
353,354.0,0.00010415484560987325
354,355.0,0.0005318511998531967
355,356.0,2.3422714411527722e-05
356,357.0,4.6903215215403016e-05
357,358.0,5.313911507744245e-05
358,359.0,1.0939157966129242e-05
359,360.0,1.5628882800570767e-05
360,361.0,0.0001687621297780778
361,362.0,0.00020786706510458994
362,363.0,2.816302007710409e-05
363,364.0,0.00048296946507614977
364,365.0,2.0324440608857705e-05
365,366.0,8.274216915621722e-05
366,367.0,0.00026696641843473374
367,368.0,0.00014823298480377855
368,369.0,1.4072856743009309e-05
369,370.0,0.0008055205423318963
370,371.0,2.0210091676085087e-05
371,372.0,4.189736077662189e-05
372,373.0,0.00037368222745618536
373,374.0,0.000544137116352328
374,375.0,2.6377363877286296e-05
375,376.0,0.0008208819989870625
376,377.0,0.00011297791204437401
377,378.0,3.4072922248688965e-05
378,379.0,0.0002771790297804866
379,380.0,6.81418341303863e-05
380,381.0,3.8664258141146196e-05
381,382.0,0.0023873544432779117
382,383.0,5.411305608895568e-05
383,384.0,0.00026279096370083874
384,385.0,1.8585374239742036e-05
385,386.0,0.00012700045069672137
386,387.0,3.873644805364843e-05
387,388.0,0.000125486648065724
388,389.0,2.9427662932451123e-05
389,390.0,0.00014418358756672367
390,391.0,2.482382839287432e-05
391,392.0,9.747267283993595e-05
392,393.0,0.00025062191363754504
393,394.0,0.00010056922179536175
394,395.0,1.5470727835861767e-06
395,396.0,0.00014395460321932026
396,397.0,2.1665320321760958e-05
397,398.0,0.0005181587576563757
398,399.0,2.3185610082958113e-05
399,400.0,0.0006644713357882716
400,401.0,6.952609468836087e-05
401,402.0,3.0939780358499234e-06
402,403.0,4.486837321203401e-05
403,404.0,3.094672212319271e-06
404,405.0,2.631045407200707e-05
405,406.0,2.785166204793271e-05
406,407.0,6.804014987389376e-05
407,408.0,9.299701479582505e-05
408,409.0,0.0001238539637912937
409,410.0,0.000585261705624287
410,411.0,0.00011251494339091911
411,412.0,0.0001359500328936574
412,413.0,1.2505881672474085e-05
413,414.0,4.373462454605803e-05
414,415.0,3.906512468806498e-05
415,416.0,7.811535763554186e-06
416,417.0,3.1244727452242435e-06
417,418.0,4.531179200324995e-05
418,419.0,0.00011084380234832744
419,420.0,1.092304403391137e-05
420,421.0,0.0005807726774557161
421,422.0,7.049998590000282e-05
422,423.0,0.0
423,424.0,3.74992382967221e-05
424,425.0,4.216154429929075e-05
425,426.0,6.247179008229096e-06
426,427.0,0.000478089890273683
427,428.0,0.0002063983488132095
428,429.0,6.565413402197225e-05
429,430.0,7.192782199427705e-05
430,431.0,3.280737384783627e-05
431,432.0,0.0
432,433.0,4.858858011629912e-05
433,434.0,6.111444541774858e-05
434,435.0,5.018749735339369e-05
435,436.0,1.4118400040159005e-05
436,437.0,1.8826748416592015e-05
437,438.0,5.648467617805853e-05
438,439.0,0.0013538962211845492
439,440.0,0.00016148376931338041
440,441.0,2.194935343476025e-05
441,442.0,0.00016149237771656048
442,443.0,0.00041074135679471243
443,444.0,0.0001682061987914306
444,445.0,0.013928267927912928
445,446.0,5.962664306706899e-05
446,447.0,1.882090186624926e-05
447,448.0,9.722333297266614e-05
448,449.0,0.0017894446291568124
449,450.0,0.00011916297418240088
450,451.0,0.00010820338472732746
451,452.0,4.3893752037924205e-05
452,453.0,7.207466935745433e-05
453,454.0,3.2899993420001315e-05
454,455.0,3.6001853312796626e-05
455,456.0,0.0
456,457.0,1.5657268652112715e-05
457,458.0,5.9467174119885826e-05
458,459.0,0.00017703579413087174
459,460.0,1.409606625777633e-05
460,461.0,1.564901145194658e-05
461,462.0,4.385683250292509e-05
462,463.0,0.001675665029558606
463,464.0,1.2506096722152049e-05
464,465.0,2.3451607607701508e-05
465,466.0,0.0002626079154402512
466,467.0,1.5642402172416815e-06
467,468.0,2.9756404674574562e-05
468,469.0,0.000170480049924066
469,470.0,3.7504219224662775e-05
470,471.0,3.1267832435685977e-06
471,472.0,8.136429140308027e-05
472,473.0,3.918040854195595e-05
473,474.0,2.976479545319251e-05
474,475.0,0.00021919455395473945
475,476.0,5.482894153511637e-05
476,477.0,2.0378954496929832e-05
477,478.0,0.0002379815407739097
478,479.0,4.702916748967709e-06
479,480.0,4.702091176682643e-06
480,481.0,9.563451935815128e-05
481,482.0,9.244301828021516e-05
482,483.0,0.0001833623003975984
483,484.0,4.712846276380157e-05
484,485.0,6.280401066412101e-06
485,486.0,0.00012699169223484997
486,487.0,0.0006853289422096762
487,488.0,0.00018656277680664102
488,489.0,0.000309523098750438
489,490.0,0.0003282581585502612
490,491.0,1.727495445693825e-05
491,492.0,8.01098290047846e-05
492,493.0,0.00029077489150953036
493,494.0,1.0994223320946508e-05
494,495.0,8.326551645043817e-05
495,496.0,1.4141315739441544e-05
496,497.0,0.0002090833346433793
497,498.0,9.730130132643645e-05
498,499.0,2.9828298892114184e-05
499,500.0,4.395190405927228e-05
500,501.0,0.00011149585031289504
501,502.0,1.8863772125632724e-05
502,503.0,0.0004143308243300082
503,504.0,0.00019304322441824148
504,505.0,7.387021788570863e-05
505,506.0,0.0003297754229369799
506,507.0,0.0004000604815846175
507,508.0,0.00014100863955181434
508,509.0,0.001821410251351458
509,510.0,8.992749004486909e-05
510,511.0,9.943275977992216e-05
511,512.0,0.0006693461561534065
512,513.0,0.00014398346879909875
513,514.0,0.0003416151051344431
514,515.0,0.0005353065458989834
515,516.0,4.776598488684238e-06
516,517.0,0.0013762454304350944
517,518.0,0.0004337806696489088
518,519.0,3.673387901776802e-05
519,520.0,0.0003627638789005072
520,521.0,0.0005181783646227232
521,522.0,1.1174361544871447e-05
522,523.0,0.00011948230705997055
523,524.0,6.3546834811591575e-06
524,525.0,4.765914181771967e-06
525,526.0,0.01070948567967138
526,527.0,0.0005046061076261752
527,528.0,1.5801432873933008e-05
528,529.0,0.0011557839517432683
529,530.0,9.433472791506101e-05
530,531.0,1.2595886183572446e-05
531,532.0,0.0002455869133660678
532,533.0,4.718917669043428e-05
533,534.0,0.00010377015853250129
534,535.0,9.595192965622469e-05
535,536.0,2.2033052726668965e-05
536,537.0,0.0
537,538.0,5.361718904001577e-05
538,539.0,0.0006216987012005868
539,540.0,2.5189551374090027e-05
540,541.0,0.00021087849778971007
541,542.0,4.286871060444882e-05
542,543.0,1.9127133273082862e-05
543,544.0,7.517149496910771e-05
544,545.0,0.00041144941396259146
545,546.0,0.00010789061161283771
546,547.0,9.67872964293421e-05
547,548.0,6.51022025186613e-05
548,549.0,5.265408499964897e-05
549,550.0,0.0003030235723782115
550,551.0,0.0
551,552.0,1.1099835088164404e-05
552,553.0,0.00014416937842402273
553,554.0,9.524444486775308e-06
554,555.0,2.698249946828604e-05
555,556.0,0.0008636331223110505
556,557.0,5.709609272405459e-05
557,558.0,4.4375416019525186e-05
558,559.0,5.077978710574256e-05
559,560.0,0.00014897909696478864
560,561.0,8.874801901743265e-05
561,562.0,6.371120982809123e-06
562,563.0,0.00021463560439001356
563,564.0,0.0008549850377618392
564,565.0,9.519774952520123e-05
565,566.0,7.91889781612636e-06
566,567.0,3.4815965968975806e-05
567,568.0,0.00045145004482708193
568,569.0,0.0005049649611303617
569,570.0,8.878699524196835e-05
570,571.0,9.027772278403827e-05
571,572.0,1.5847006658912197e-06
572,573.0,1.4255122340627732e-05
573,574.0,4.4408917310595964e-05
574,575.0,0.0005416234450101753
575,576.0,1.1111410942834965e-05
576,577.0,5.867111510004218e-05
577,578.0,3.4817784291165306e-05
578,579.0,2.2145171087264627e-05
579,580.0,8.255868414158814e-05
580,581.0,6.483023176017242e-05
581,582.0,2.533224826869916e-05
582,583.0,0.00260543962641128
583,584.0,0.0001330077809551859
584,585.0,1.5840906606766919e-06
585,586.0,0.00013771183087087695
586,587.0,0.0001169546279262364
587,588.0,7.915162126265832e-06
588,589.0,0.00014539730604078393
589,590.0,7.271646585329611e-05
590,591.0,0.00013750766565722342
591,592.0,0.0002405531456280257
592,593.0,0.0018326968924728296
593,594.0,0.0001760485196064126
594,595.0,3.956829408422349e-05
595,596.0,0.0001752964642229392
596,597.0,5.22353566883417e-05
597,598.0,0.0003495895091510195
598,599.0,0.00019931725929277173
599,600.0,0.00016761490317867433
600,601.0,0.00185415849972812
601,602.0,1.895536958231843e-05
602,603.0,1.421253103069275e-05
603,604.0,3.7925836027647935e-05
604,605.0,0.0004000936187439907
605,606.0,0.0006147469555766105
606,607.0,9.32315476594931e-05
607,608.0,0.00010879282534967433
608,609.0,3.153584285058791e-05
609,610.0,4.736336065146724e-05
610,611.0,0.00010404662549993615
611,612.0,5.38074295399623e-05
612,613.0,0.0013185911894134162
613,614.0,0.00016715815369088358
614,615.0,0.0001388196543390607
615,616.0,2.213102833403942e-05
616,617.0,0.0002716781813988899
617,618.0,6.310581583198708e-06
618,619.0,0.00016566609603900254
619,620.0,0.00012465325881487886
620,621.0,0.0001641533318391171
621,622.0,0.0002511574567701151
622,623.0,7.894965380576807e-06
623,624.0,2.2108451429311385e-05
624,625.0,0.0004877009398896754
625,626.0,0.0001893198369325138
626,627.0,0.0
627,628.0,0.00015220362308041108
628,629.0,0.00030419359387303405
629,630.0,7.93012607314431e-06
630,631.0,3.171929691006469e-06
631,632.0,2.849819273961043e-05
632,633.0,4.7627817185386515e-06
633,634.0,2.694038093698645e-05
634,635.0,0.0006594110318197525
635,636.0,5.5492663869836406e-05
636,637.0,3.4911214434200294e-05
637,638.0,0.0
638,639.0,3.17476443247911e-06
639,640.0,2.6947768883252753e-05
640,641.0,3.0132089565257384e-05
641,642.0,2.0609763637718403e-05
642,643.0,0.0009071736500945942
643,644.0,2.9482046985072774e-05
644,645.0,6.190647170255178e-06
645,646.0,1.703561682871152e-05
646,647.0,4.645688800792865e-06
647,648.0,2.166310772754e-05
648,649.0,3.086500726099296e-05
649,650.0,1.5435814794919764e-06
650,651.0,6.175155189368853e-06
651,652.0,2.470046822825085e-05
652,653.0,1.3880385011034905e-05
653,654.0,7.699568978128605e-06
654,655.0,0.00012519184491048782
655,656.0,6.174754823641283e-06
656,657.0,7.867128821920598e-05
657,658.0,7.411547809115586e-05
658,659.0,6.169811728195114e-06
659,660.0,1.8505011002771126e-05
660,661.0,1.080615456814747e-05
661,662.0,4.4646087386248695e-05
662,663.0,1.3845301827579842e-05
663,664.0,0.0008550373386809049
664,665.0,8.76459227731785e-05
665,666.0,1.3841703206199852e-05
666,667.0,5.365637537386996e-05
667,668.0,4.138882501724534e-05
668,669.0,0.00011029377973719443
669,670.0,2.1421926259609263e-05
670,671.0,4.283814982030926e-05
671,672.0,2.4487034880250748e-05
672,673.0,0.0007056406865378758
673,674.0,9.190233232802393e-05
674,675.0,0.0011547521193458552
675,676.0,0.00036307189592759483
676,677.0,0.0003590426351572083
677,678.0,0.0006896562364518035
678,679.0,0.00047514146257181115
679,680.0,0.0004079973641830661
680,681.0,0.00014454866984468708
681,682.0,0.0012932751231379375
682,683.0,0.002305833451187043
683,684.0,1.0761416325376035e-05
684,685.0,0.00504038782170803
685,686.0,1.0787835636536242e-05
686,687.0,3.2362060569448985e-05
687,688.0,0.0002818853974121996
688,689.0,6.783612026727431e-05
689,690.0,0.00013715159257655446
690,691.0,0.0004902195042616724
691,692.0,0.00028635693930618484
692,693.0,1.5362469793543768e-06
693,694.0,0.00015476199597005893
694,695.0,0.0017636037423854804
695,696.0,0.000175408893383424
696,697.0,0.00018596512086970705
697,698.0,4.269522774091926e-05
698,699.0,3.0495986728146575e-06
699,700.0,1.221070176429377e-05
700,701.0,0.00020006292055211258
701,702.0,1.5276061342551926e-05
702,703.0,0.0005210012390967886
703,704.0,0.0001650846058605035
704,705.0,6.728137376332248e-05
705,706.0,0.0001742828794589281
706,707.0,0.00013147354324256563
707,708.0,5.1974575260713645e-05
708,709.0,0.00016022021887607805
709,710.0,3.661852348010241e-05
710,711.0,4.578537950737984e-06
711,712.0,1.5259231453548612e-05
712,713.0,0.0001083400473644376
713,714.0,0.00010980949577614725
714,715.0,9.759459813899301e-05
715,716.0,1.5255506856587556e-05
716,717.0,3.203939930703356e-05
717,718.0,0.00012727816412749286
718,719.0,9.194838630582034e-06
719,720.0,3.0662901262391646e-06
720,721.0,2.757585274494634e-05
721,722.0,0.00014864829659779296
722,723.0,5.0557279099161206e-05
723,724.0,1.0725027157300908e-05
724,725.0,0.0
725,726.0,1.0724287754089017e-05
726,727.0,3.0852722984198776e-05
727,728.0,4.6396105201622005e-06
728,729.0,2.6299911817942728e-05
729,730.0,5.877921752486902e-05
730,731.0,6.806425265450586e-05
731,732.0,4.9502270143169846e-05
732,733.0,0.008854032954014705
733,734.0,1.0826310408878812e-05
734,735.0,4.639911903539324e-06
735,736.0,1.391853020321054e-05
736,737.0,1.5455544444736382e-06
737,738.0,1.2365888079438465e-05
738,739.0,1.5456595561174886e-05
739,740.0,2.1637294040007356e-05
740,741.0,3.093078463667927e-06
741,742.0,7.887093930649247e-05
742,743.0,2.938206426012096e-05
743,744.0,1.7011694766893387e-05
744,745.0,0.0024128359163447235
745,746.0,0.0001143199661365722
746,747.0,3.0898815648396196e-06
747,748.0,1.5448333819955848e-06
748,749.0,0.00013289180289364176
749,750.0,9.268112595210548e-06
750,751.0,0.00037024981063264896
751,752.0,2.622380319189962e-05
752,753.0,0.00016346824089666958
753,754.0,1.3882376169204571e-05
754,755.0,0.0
755,756.0,3.0827566009525716e-06
756,757.0,7.702344439600526e-06
757,758.0,0.00016626230033129304
758,759.0,2.0023658722921852e-05
759,760.0,8.470034557740996e-05
760,761.0,0.0007207817709977745
761,762.0,8.004531796463228e-05
762,763.0,0.0001831425726452713
763,764.0,4.157645602288861e-05
764,765.0,4.7710951664188773e-05
765,766.0,2.9248138125101985e-05
766,767.0,0.0001353619162325087
767,768.0,9.227007450808516e-06
768,769.0,3.077420198647474e-05
769,770.0,1.8455490739188542e-05
770,771.0,5.0771652186488895e-05
771,772.0,0.0003877107985150061
772,773.0,1.3847091187711168e-05
773,774.0,0.00019686825668544604
774,775.0,0.00018919700484221278
775,776.0,2.4605391041177123e-05
776,777.0,7.223179336174451e-05
777,778.0,0.00015367828986799034
778,779.0,1.8435898381328123e-05
779,780.0,8.912491625331145e-05
780,781.0,6.608938358585626e-05
781,782.0,4.7619632806547545e-05
782,783.0,1.2292147468893185e-05
783,784.0,0.00010141255395224699
784,785.0,4.303607191327617e-05
785,786.0,4.763507232079609e-05
786,787.0,0.0001306311636777744
787,788.0,0.00020137612140366844
788,789.0,3.6891123534538545e-05
789,790.0,0.00024915908807773764
790,791.0,1.2297362523172842e-05
791,792.0,8.302966003966972e-05
792,793.0,0.00021667606620760026
793,794.0,0.00011064224751285448
794,795.0,0.0
795,796.0,0.00011682063421307469
796,797.0,1.075468712310583e-05
797,798.0,7.681848560037487e-05
798,799.0,0.00043005732049714626
799,800.0,4.608811740794283e-06
800,801.0,0.0
801,802.0,4.917705275775691e-05
802,803.0,2.919806739528651e-05
803,804.0,1.5369080790646992e-06
804,805.0,0.0007266291932879741
805,806.0,0.0005083813812614617
806,807.0,9.056997682022628e-05
807,808.0,0.0004254613260262526
808,809.0,0.00012743136746139828
809,810.0,0.00013677746153325997
810,811.0,0.0001705021980959052
811,812.0,2.305337316956217e-05
812,813.0,0.0001582302788232583
813,814.0,6.920904823716865e-05
814,815.0,0.0007564959476726217
815,816.0,0.00013994014867487443
816,817.0,8.917794844592049e-05
817,818.0,2.7682129186345327e-05
818,819.0,4.3075663942130926e-05
819,820.0,0.0014454533572191939
820,821.0,2.4596615505706414e-05
821,822.0,3.0751915075511326e-06
822,823.0,0.004746032673367792
823,824.0,0.0
824,825.0,1.5378487648767644e-06
825,826.0,0.00453226836569019
826,827.0,9.230329015077742e-06
827,828.0,6.145516615172359e-06
828,829.0,0.002400324343250988
829,830.0,1.5368891826054882e-05
830,831.0,1.9985610360540412e-05
831,832.0,0.0010814730154048457
832,833.0,3.073957889850867e-05
833,834.0,1.536428725071444e-05
834,835.0,0.002887549898551771
835,836.0,1.5361407842305932e-06
836,837.0,1.536027525613259e-05
837,838.0,0.00012600148128570683
838,839.0,0.00010907135724710039
839,840.0,0.00012289258420062214
840,841.0,0.0006268176559785038
841,842.0,0.0003026513487188784
842,843.0,0.0008432868834328688
843,844.0,7.680786512538885e-05
844,845.0,5.5180616888640915e-05
845,846.0,6.133125624812173e-06
846,847.0,0.0004555515164343661
847,848.0,6.129826663826514e-06
848,849.0,0.0
849,850.0,0.00033097665695188885
